"GEOID","NAME","year","totalpopE","whiteE","whiteM","blackE","blackM","asianE","asianM","indigE","indigM","othraceE","othraceM","multiE","multiM","ltnxE","ltnxM","totalpopM","hhincE","hhincM","earnE","earnM","vachseE","vachseM","allhseE","allhseM","renter30E","renter30M","homeownE","homeownM","vacrateE","vacrateM","hsmoreE","hsmoreM","bamoreE","bamoreM","gradmoreE","gradmoreM","unempE","unempM","hlthinsE","hlthinsM","pubinsE","pubinsM","age17E","age17M","age24E","age24M","age64E","age64M","age65E","age65M","perc_cUnder20minE","perc_cUnder20minM","perc_c20to34minE","perc_c20to34minM","perc_c35to59minE","perc_c35to59minM","perc_cOver60minE","perc_cOver60minM","state","locality","tract","blockgroup"
"510030105003","Block Group 3, Census Tract 105, Albemarle County, Virginia","2019",822,74.33,10.76,16.55,13,5.47,4.97,0,1.46,0,1.46,3.65,6.03,0,1.46,181,61875,10117,43505,8109,13,22,504,89,35.8,21.6,31.8,11.7,2.6,4.3,93.4,17.76,53.08,14.91,24.53,11.91,0,2.46,92.46,9.47,14.11,8.44,5.47,5.8,9.73,8.24,48.91,13.12,34.06,11.45,62.66,601.61,22.15,213.03,9.28,89.56,5.91,57.15,"51","003","010500","3"
"510030103004","Block Group 4, Census Tract 103, Albemarle County, Virginia","2019",1715,74.69,13.28,4.9,4.47,9.21,6.31,0,0.7,0,0.7,5.25,4.15,5.95,7.16,387,92074,23625,37955,18936,0,12,589,98,22.2,26.9,78.6,8.2,0,2,83.25,29.61,49.2,19.18,22.6,4.73,3.69,5.89,85.77,12.39,3.44,4.07,21.17,5.17,6.06,4.45,58.37,5.06,13.59,5.52,37.73,193.69,49.89,256.06,12.39,64.38,0,1.35,"51","003","010300","4"
"510650203001","Block Group 1, Census Tract 203, Fluvanna County, Virginia","2019",2517,86.25,3.53,8.54,8.69,1.03,1.3,0,0.48,0,0.48,4.17,2.55,0,0.48,451,98980,15737,42768,9629,135,80,1066,132,13.6,26.3,88.2,4.6,12.7,7.3,85.36,5.54,36.07,6.47,17.98,5.58,4.32,4.36,90.86,4.89,12.83,7.47,23.12,4.83,4.17,2.91,54.71,3.23,16.53,3.99,7.99,32.36,43.63,174.73,30.38,121.86,18,72.87,"51","065","020300","1"
"510650203003","Block Group 3, Census Tract 203, Fluvanna County, Virginia","2019",958,88.73,6.07,0,1.25,3.76,6.05,0,1.25,0,1.25,5.53,7.53,1.98,3.6,296,50375,27494,31960,10418,34,46,401,88,61.9,35.2,62.1,17.5,8.5,11.3,81.21,4.96,23.79,13.26,15.86,10.97,0,2.55,92.8,5.84,21.82,9.57,28.5,9.42,10.96,8.14,37.27,7.8,23.28,6.83,16.93,172.43,36.75,372.71,14.03,142.69,32.29,328.48,"51","065","020300","3"
"510650203002","Block Group 2, Census Tract 203, Fluvanna County, Virginia","2019",1797,80.02,5.01,15.69,10.58,0,0.67,0,0.67,0,0.67,0.83,1.38,3.45,3.45,330,60292,9895,31445,4950,74,60,867,120,22.7,20.4,71.1,10.8,8.5,6.8,89.53,7.68,20.87,7.59,4.3,2.89,0.89,1.49,82.58,8.31,15.3,6.39,7.29,4.12,6.07,5.08,66.17,6.54,18.48,6.4,20.96,92.08,22.58,98.77,39.04,170.5,17.42,76.81,"51","065","020300","2"
"510650202003","Block Group 3, Census Tract 202, Fluvanna County, Virginia","2019",1221,41.69,14.76,46.03,17.97,0,0.98,0,0.98,0,0.98,0,0.98,12.29,16.84,307,44926,31602,35508,7637,107,94,658,141,25.6,29.7,78.8,13.7,16.3,13.9,86.52,5.52,13.27,7.2,9.66,6.54,0,1.98,97.13,3.35,20.39,11.99,14.58,8.52,8.27,9.64,50.29,10.14,25.47,9.81,22.26,171.19,8.94,69.12,64.76,497.36,4.05,31.44,"51","065","020200","3"
"510650202001","Block Group 1, Census Tract 202, Fluvanna County, Virginia","2019",2139,77.7,6.32,18.14,9.41,0,0.56,0.98,1.34,0,0.56,0.51,0.69,2.66,3.83,490,84074,25475,45956,9975,165,132,943,176,0,25.8,88,5.3,17.5,13.6,94.39,5.5,24.13,8.7,6.67,4.37,0.83,1.73,97.01,2.96,15.05,6.66,26.23,5.79,7.9,4.04,50.86,15.87,13.46,4.91,12.81,58.96,49.35,225.16,26.43,120.99,11.41,52.54,"51","065","020200","1"
"510650202004","Block Group 4, Census Tract 202, Fluvanna County, Virginia","2019",721,71.15,19.31,4.58,6.86,0,1.66,0,1.66,0,1.66,0,1.66,24.27,18.82,273,98140,49543,38884,9748,14,29,262,104,20,66.8,85.9,23.3,5.3,10.9,79.24,12.08,35.24,15.56,12.95,12.21,4.53,6.57,88.35,12.53,25.24,17.3,13.04,7.52,14.15,8.64,36.75,10.53,30.37,12.02,27.83,550.62,51.74,1023.41,13.91,275.65,6.52,129.32,"51","065","020200","4"
"515400008001","Block Group 1, Census Tract 8, Charlottesville city, Virginia","2019",1025,81.76,12.84,5.27,4.1,9.27,8.54,0,1.17,2.34,3.77,0.68,0.97,0.68,1.07,176,103086,26268,56648,16016,0,12,399,61,0,88.9,93.2,8.4,0,3,95.48,8.69,70.16,9.26,36.18,10.37,0.83,1.48,98.83,2.18,5.46,4.78,22.44,6.31,2.05,2.08,47.8,9.36,25.56,8.25,79.07,672.45,12.71,108.52,5.05,43.15,3.18,27.26,"51","540","000800","1"
"511259501003","Block Group 3, Census Tract 9501, Nelson County, Virginia","2019",727,66.99,39.45,25.58,31.35,0,1.65,0,1.65,0,1.65,0,1.65,7.43,10.51,318,17860,2715,19600,8574,151,132,506,165,53.3,38.1,48.2,19.9,29.8,24.2,54.29,32.58,10.98,6.06,7.98,5.58,11.03,17.17,83.63,20.73,38.38,18.52,17.33,15.18,13.76,14.34,43.88,8.85,25.03,9.88,43.2,787.21,43.6,793.92,5.6,102.35,7.6,138.75,"51","125","950100","3"
"511259501002","Block Group 2, Census Tract 9501, Nelson County, Virginia","2019",1372,84.69,12.2,6.63,6.44,0,0.87,0,0.87,0,0.87,0,0.87,8.67,11.33,383,70709,31788,38929,10985,218,136,775,148,0,26.1,83.5,11.8,28.1,16.7,71.07,13,14.52,7.78,7.82,5.62,8.79,12.21,91.55,6.31,13.48,8.8,16.62,7.71,11.59,6.79,51.09,2.89,18.51,7.02,26.87,199.7,27.69,205.8,32.25,239.9,13.19,98.36,"51","125","950100","2"
"511259503002","Block Group 2, Census Tract 9503, Nelson County, Virginia","2019",695,98.85,5.5,1.15,1.95,0,1.73,0,1.73,0,1.73,0,1.73,0,1.73,300,68545,8832,38300,23156,144,89,382,107,0,36.9,72.7,21.7,37.7,20.8,82.92,17.41,25.25,11.94,5.69,5.97,3.28,7.27,73.53,12.82,51.22,16.05,32.23,8.21,9.64,8.47,35.83,21.06,17.84,2,58.39,1938.49,8.03,267.06,13.14,436.33,20.44,678.64,"51","125","950300","2"
"511259503001","Block Group 1, Census Tract 9503, Nelson County, Virginia","2019",1384,77.17,7.94,20.45,12.9,0,0.87,0,0.87,0,0.87,0,0.87,2.38,3.15,238,61023,20344,31278,11261,123,75,795,123,32.3,26.8,65.9,3.2,15.5,9.1,98.04,8.9,34.34,8.84,14.54,5.51,1.17,1.81,91.62,4.87,28.61,8.44,9.54,4.06,9.47,5.8,50.65,9.63,26.88,4.95,30.16,221.58,29.52,216.91,29.52,216.94,10.81,79.68,"51","125","950300","1"
"515400002022","Block Group 2, Census Tract 2.02, Charlottesville city, Virginia","2019",1988,77.62,11.84,11.82,9.96,4.93,7.6,0,0.6,0,0.6,2.06,2.52,3.57,3.05,479,15438,12973,9069,1963,154,100,733,121,62.5,14.9,6.9,9,21,13.2,81.95,55.23,47.74,18.95,9.77,6.4,3.08,2.93,92.91,5.7,2.46,2.39,1.46,2.17,71.78,5.32,21.33,8.91,3.42,3.68,70.87,451.88,26.33,168.69,0.98,6.72,1.82,11.96,"51","540","000202","2"
"515400002021","Block Group 1, Census Tract 2.02, Charlottesville city, Virginia","2019",1615,29.78,7.93,54.43,7.94,8.73,8.35,0.93,1.35,0,0.74,3.53,6.34,2.6,3.3,333,44023,5304,17500,11217,152,101,709,131,50.9,22.1,48.5,13.4,21.4,13.7,87.81,34.39,31.42,9.34,17.47,9.35,6.05,3.91,89.54,7.9,26.87,7.56,26.07,6.69,21.11,7.1,44.52,6.55,8.3,5.17,67.65,414.08,22.82,139.93,4.56,28.76,4.97,30.86,"51","540","000202","1"
"515400004022","Block Group 2, Census Tract 4.02, Charlottesville city, Virginia","2019",1391,98.99,4.8,0,0.86,0,0.86,0,0.86,0,0.86,1.01,1.78,0,0.86,312,80438,32196,49583,12582,22,34,703,163,52.1,39.8,58.6,7.9,3.1,4.8,88.27,13.66,42.35,11.77,29.12,10.57,7.32,7.11,92.38,9.16,14.81,6.59,13.59,6.87,0,0.86,69.66,12.17,12.15,5.38,72.37,394.52,21.65,118.32,1.32,7.68,4.67,26.07,"51","540","000402","2"
"515400004023","Block Group 3, Census Tract 4.02, Charlottesville city, Virginia","2019",1617,63.27,12.35,34.88,11.9,0,0.74,0,0.74,0,0.74,1.3,2.15,0.56,0.86,356,43029,17600,30326,6970,74,79,875,184,45.2,29.6,47.6,8.6,8.5,8.9,84.74,10.1,34.78,9.38,15.5,6.73,0,1.15,94.31,4.95,18.43,10.91,13.79,6.38,7.61,4.9,70.01,10,8.6,5.6,68.87,319.38,21.16,98.46,3.87,18.34,6.1,28.84,"51","540","000402","3"
"515400003021","Block Group 1, Census Tract 3.02, Charlottesville city, Virginia","2019",1769,81.46,7.76,10.57,9.89,3.05,3.82,0,0.68,0.85,0.96,0.17,0.39,3.9,3.97,258,62031,6509,42153,10536,147,98,1052,109,44,14.5,39.2,7.1,14,9.2,96.85,6.69,65.27,6.72,36.62,7.04,2.42,2.56,92.54,4.97,11.76,4.8,16.73,6.95,2.54,1.6,66.99,6.72,12.72,4.29,75.36,349.46,13.03,60.68,8.45,39.66,3.16,14.87,"51","540","000302","1"
"515400004011","Block Group 1, Census Tract 4.01, Charlottesville city, Virginia","2019",2143,52.36,8.64,39.76,13.9,1.35,1.52,1.73,2.36,0,0.56,2.71,1.85,2.1,2.11,396,48182,32179,43728,14046,54,63,952,163,67.8,25,35.7,6.6,5.7,6.5,91.87,5.97,40.42,7.73,11.85,6.39,1.17,2.41,87.31,5.85,33.6,10.37,22.91,8.56,3.08,2.66,62.44,7.26,11.57,4.4,71.76,318.45,17.43,77.77,5.65,26.43,5.16,23.71,"51","540","000401","1"
"515400004012","Block Group 2, Census Tract 4.01, Charlottesville city, Virginia","2019",2262,37.75,4.41,42,17.39,0.49,0.74,0,0.53,0,0.53,3.05,4.67,16.71,9.5,540,69479,29561,30394,16677,92,79,757,144,41.7,24.1,54.9,10.6,12.2,10.2,82.63,26.96,34.86,1.39,20.66,4.05,12.36,13.51,83.24,7.28,26.48,9.48,19.63,6.85,7.82,4.4,65.52,20.27,5.66,2.6,81.1,334.02,14.56,60.22,3.53,14.76,0.81,3.61,"51","540","000401","2"
"515400009001","Block Group 1, Census Tract 9, Charlottesville city, Virginia","2019",1458,87.38,5.4,7.2,5.43,4.66,6.61,0,0.82,0,0.82,0.75,1.3,0,0.82,240,74004,13950,51556,9686,154,72,837,83,24.9,16.2,67.1,7.2,18.4,8.4,91.69,22.98,59.33,6.69,25.55,6.6,3.51,3.67,94.24,4.12,7,4.17,22.15,5.8,0.27,0.95,63.65,7.81,11.39,4.42,72.01,407.64,24.63,139.76,1.49,8.89,1.87,10.84,"51","540","000900","1"
"515400006002","Block Group 2, Census Tract 6, Charlottesville city, Virginia","2019",1636,55.44,11.62,13.2,8.42,23.78,7.8,0,0.73,0,0.73,1.53,1.75,6.05,4.33,290,38555,13588,14358,6650,83,72,602,117,68.3,18.6,4,4.1,13.8,11.7,93.55,16.47,38.38,10.85,16.79,9.76,4.56,4.79,93.28,3.73,8.56,6.22,5.68,5.6,53.55,10.91,34.84,8.71,5.93,2.98,61.59,333.42,36.86,200.52,0,2.02,1.55,8.76,"51","540","000600","2"
"515400008002","Block Group 2, Census Tract 8, Charlottesville city, Virginia","2019",557,90.48,10.27,0,2.15,0,2.15,0,2.15,0,2.15,0,2.15,9.52,9.4,140,84375,22119,40727,3475,64,63,362,65,0,400,98,3.8,17.7,17.1,100,14.78,76.81,14.14,41.91,11.55,3.23,5.53,97.85,3.85,12.21,7.4,14.54,9.15,1.08,2.79,40.75,10.01,41.83,9.35,79.26,1917.16,14.36,347.69,0,9.03,6.38,154.68,"51","540","000800","2"
"510030114001","Block Group 1, Census Tract 114, Albemarle County, Virginia","2019",1062,57.82,2.36,21.56,11.12,0.85,0.9,0,1.13,0,1.13,1.04,1.57,18.74,25.9,331,45781,14364,25557,3882,34,39,440,82,44.9,29.9,73.6,11.8,7.7,8.7,90.94,9.34,38.25,13.79,11.83,5.74,7.21,6.31,92.28,5.68,25.14,16.2,26.84,6.83,11.86,5.94,42.56,17.7,17.98,3.47,25.82,257.36,46.83,466.67,23.63,235.41,3.72,37.22,"51","003","011400","1"
"510030114002","Block Group 2, Census Tract 114, Albemarle County, Virginia","2019",715,88.95,27.71,9.65,7.52,0,1.68,0,1.68,0,1.68,1.4,2.64,0,1.68,162,64500,36390,38409,8154,99,41,413,68,22.7,13.9,58,8.1,24,9.1,91.36,4.66,33.97,7.91,11.32,4.8,0.88,1.14,88.11,7.88,16.22,7.86,22.94,4.1,4.2,4.73,47.27,3.12,23.78,10.17,21.26,321.73,31.56,476.95,41.53,627.53,5.65,85.46,"51","003","011400","2"
"510030114004","Block Group 4, Census Tract 114, Albemarle County, Virginia","2019",1234,93.92,9.12,4.21,6,0.08,0.16,0,0.97,1.3,2.13,0,0.97,0.49,0.79,412,68708,15880,42972,13389,58,55,509,89,43,39.5,77.8,11.8,11.4,10.6,84.68,10.59,26.51,6.25,8.17,3.69,3.31,3.47,79.09,11.89,27.47,12.01,21.47,7.55,6.08,4.43,55.67,23.91,15.88,0.64,2.38,20.09,46.52,388.18,35.9,299.37,15.2,127.01,"51","003","011400","4"
"510030114003","Block Group 3, Census Tract 114, Albemarle County, Virginia","2019",2180,54.22,10.15,38.03,9.36,0.69,0.77,0,0.55,0,0.55,2.66,3.55,4.4,4.76,371,63322,10416,34159,6224,42,43,757,112,30.8,27.4,78.2,10.7,5.5,5.6,81.26,12.18,22.15,7.11,7.26,4.72,1.45,1.61,84.68,6.59,27.89,8.94,28.53,4.67,8.3,4.58,45.28,5.34,16.19,5.28,17.04,83.05,39.51,192.09,35.25,171.1,8.2,40.04,"51","003","011400","3"
"510030109032","Block Group 2, Census Tract 109.03, Albemarle County, Virginia","2019",1629,61.02,7.45,9.88,6.96,14.06,4.01,0,0.74,0,0.74,5.65,2.63,9.39,3.66,248,NA,NA,2704,651,0,12,138,96,87,40.1,0,8.7,0,8.7,68.78,19.16,20.36,11.06,18.55,11.48,18.48,15.08,94.6,4.43,6.26,5.16,0.43,1.04,86,17.65,11.54,6.33,0,0.74,62.18,906.42,37.82,551.55,0,5.44,0,3.85,"51","003","010903","2"
"510030109031","Block Group 1, Census Tract 109.03, Albemarle County, Virginia","2019",1375,63.27,7.2,4.22,2.74,21.67,5.82,0,0.87,0,0.87,6.84,4.07,4,3.14,314,NA,NA,2499,NA,0,12,10,20,0,240,0,120,0,120,100,38.14,100,38.14,76.74,51.14,2.39,5.12,98.25,2.34,4,2.93,0.44,1.28,96.44,29.96,3.13,2.48,0,0.87,77.78,1786.41,22.22,510.68,0,8.57,0,6.06,"51","003","010903","1"
"510030110001","Block Group 1, Census Tract 110, Albemarle County, Virginia","2019",1254,94.98,6.49,0,0.96,0,0.96,0,0.96,0,0.96,0,0.96,5.02,6.23,231,127862,68728,NA,NA,48,75,603,98,0,33.3,87,15.6,8,12.4,98.71,17.1,83.96,16.82,58.13,16.51,0,2.71,99.2,1.65,9.09,5.9,22.49,7.35,3.43,4.04,40.67,10.27,29.19,9.28,55.23,611.38,40.39,447.51,4.38,49.09,0,2.92,"51","003","011000","1"
"510030104022","Block Group 2, Census Tract 104.02, Albemarle County, Virginia","2019",2205,86.98,1.67,2.95,4.43,4.81,4.87,0.54,0.91,0,0.54,4.17,5.29,0.54,0.86,240,119861,23161,63828,18624,105,62,1118,94,71.2,67.3,93.5,13.1,9.4,5.5,93.67,8.52,70.21,8.45,33.04,6.84,4.46,3.24,100,0.54,14.51,5.31,14.78,4.25,2.86,2.25,42.31,6.46,37.87,3.98,39.03,261.81,52.87,354.47,4.71,31.94,3.39,22.91,"51","003","010402","2"
"510030113012","Block Group 2, Census Tract 113.01, Albemarle County, Virginia","2019",1370,75.26,6.35,9.2,12.53,8.25,10.2,0,0.88,0,0.88,0.95,2.03,6.35,10,369,53984,11761,31949,10088,146,111,642,138,15.9,16,64.5,7.7,22.7,16.6,93.19,33.68,40.86,8.96,16.49,8.21,5.61,5.44,95.62,5.27,13.21,6,12.34,5.31,6.2,6,59.78,4.48,19.64,5.42,29.42,189.85,56.86,366.97,9.05,58.66,4.67,30.42,"51","003","011301","2"
"510030113013","Block Group 3, Census Tract 113.01, Albemarle County, Virginia","2019",1859,87.57,12.09,9.52,5.98,0.91,1.43,0,0.65,0,0.65,0,0.65,1.99,2.75,501,74306,17409,40737,9109,87,86,855,161,20.8,18.7,65,6.5,10.2,9.9,84.34,7.26,25.03,10.12,7.3,4.46,1.61,2.58,82.52,9,12.16,5.6,10.92,9.75,3.55,3.82,68.05,23.85,17.48,3.94,26.13,125.61,50.68,242.78,18.99,91.1,4.2,21.12,"51","003","011301","3"
"510030107002","Block Group 2, Census Tract 107, Albemarle County, Virginia","2019",2228,56.19,17.51,21.32,11.13,4.17,3.62,0,0.54,0,0.54,2.87,4.2,15.44,9.69,568,70398,18988,48024,8850,51,77,1013,149,41.6,19.9,44.8,10.7,5,7.6,85.63,5.48,51.46,8.52,26.08,8.18,0,0.9,96.36,2.65,15.44,10.32,21.1,7.03,7.99,3.68,57.41,19.16,11.31,3.56,62.76,219.26,17.78,62.59,18.08,63.71,1.38,5.26,"51","003","010700","2"
"510030107001","Block Group 1, Census Tract 107, Albemarle County, Virginia","2019",966,68.63,14.46,18.63,16.33,1.86,3.28,0,1.24,0,1.24,4.14,6.86,6.73,7.37,240,54274,15970,45187,14261,0,12,490,97,31.7,17.4,58.2,15.9,0,2.4,90.69,16.73,39.97,10.13,16.17,6.96,0,2.44,98.76,2.39,11.7,10.01,16.56,8.6,3.42,4.5,51.24,13.02,28.78,11.44,69.39,662.78,19.5,186.23,7.76,74.31,3.35,32.4,"51","003","010700","1"
"510030107003","Block Group 3, Census Tract 107, Albemarle County, Virginia","2019",2870,40.77,8.97,34.91,14.25,11.25,6.28,0.59,0.76,0,0.42,6.59,5.47,5.89,6.71,610,46732,19788,31927,3198,228,153,1447,182,43.5,14,14,6.5,15.8,10.4,90.14,5.6,32.12,7.06,15.17,6.48,0,0.79,81.01,8.16,21.74,9.45,21.5,6.15,14.18,5.33,53.03,3.17,10.14,2.74,66.01,198.53,30.63,92.73,3.36,10.43,0,0.79,"51","003","010700","3"
"511099501002","Block Group 2, Census Tract 9501, Louisa County, Virginia","2019",1856,91.92,12.9,1.72,2.98,0.65,1.17,0,0.65,0,0.65,0,0.65,5.71,8.9,529,52127,29151,38969,6333,708,222,1452,194,27.2,31.8,87.6,6.9,48.8,13.8,92.24,33.05,22.24,9.44,11.67,8.44,0,1.68,93.27,4.78,27.42,9.23,18.8,4.9,2.69,3.18,41.81,2.84,33.3,13,14.8,135.15,15.4,140.55,34.4,313.33,35.4,322.55,"51","109","950100","2"
"510030113014","Block Group 4, Census Tract 113.01, Albemarle County, Virginia","2019",1520,80.79,11.28,16.84,21.76,0.13,0.33,0,0.79,0,0.79,0.86,1.62,1.38,2.66,515,81591,17610,31901,16929,0,12,530,153,17.8,19.9,70.4,10.8,0,2.3,77.76,36.23,37.83,6.93,12.12,5.4,5.84,8.39,88.62,7.76,8.62,5.16,19.21,7.66,8.62,6.33,55,24.61,15.79,7.34,31.37,165.91,51.5,272.08,17.13,91,0,1.39,"51","003","011301","4"
"510030113011","Block Group 1, Census Tract 113.01, Albemarle County, Virginia","2019",1040,69.13,13.13,11.63,11.61,15.77,13.14,0,1.15,0,1.15,0.87,1.53,2.6,3.02,244,114605,45982,32135,26675,0,12,398,89,14.3,33.5,80.7,11.9,0,3,94.28,19.92,56.37,16.57,23.75,10.33,0,1.95,100,1.15,3.17,3.98,24.62,8.82,8.17,6.62,46.44,10.6,20.77,9.08,86.47,691.5,13.53,108.5,0,2.98,0,2.11,"51","003","011301","1"
"510030113021","Block Group 1, Census Tract 113.02, Albemarle County, Virginia","2019",3363,71.36,7.86,16,8.7,6.69,3.75,0.51,0.74,0,0.36,3.12,2.73,2.32,1.57,470,61601,14235,31445,8330,64,64,1386,135,44.1,10.8,13.5,5.6,4.6,4.6,98.28,11.91,58.67,9.22,29.82,7.65,2.6,1.83,94.56,3.24,8.33,3.64,11.95,4.14,36.1,8.01,48.32,6.16,2.91,1.46,74.12,154.17,21.65,45.44,0.82,1.93,3.41,7.5,"51","003","011302","1"
"510030113022","Block Group 2, Census Tract 113.02, Albemarle County, Virginia","2019",1573,24.09,10.09,3.88,3.81,0,0.76,0,0.76,0,0.76,1.21,2.01,70.82,19.73,410,53750,21248,NA,NA,29,48,409,88,22,23,46.1,16.9,7.1,11.6,61.76,13.31,10.94,6.59,5.79,5.68,0,2.03,68.47,17.09,28.16,15.43,42.91,7.18,6.55,4.4,45.84,2.71,4.7,2.53,34.21,292.87,48.12,411.96,7.52,65.04,10.15,87.61,"51","003","011302","2"
"510030106022","Block Group 2, Census Tract 106.02, Albemarle County, Virginia","2019",1810,84.75,9.49,4.2,4.46,3.31,4.21,0,0.66,0,0.66,1.71,2.07,6.02,5.12,349,95500,23445,46000,8910,45,47,841,111,14.8,9.8,60.2,7.8,5.4,5.5,98.96,6.36,74.94,11.48,32.47,6.95,0.59,0.86,94.86,6.33,5.52,3.58,18.34,8,7.13,5.85,58.67,8.29,14.25,3.82,71.06,313.82,11.04,49.28,14.81,67.12,3.1,13.85,"51","003","010602","2"
"510030113032","Block Group 2, Census Tract 113.03, Albemarle County, Virginia","2019",1710,74.33,9.98,9.65,5.86,8.6,4.63,0,0.7,0,0.7,0.82,0.98,6.61,6.49,327,68472,16829,38977,6968,37,41,876,116,47.5,10.4,13.5,5.1,4.2,4.6,94.48,24.16,65.93,5.59,31.7,5.85,0.61,0.95,94.15,4.08,4.8,2.98,13.45,4.75,12.4,4.81,62.05,15.69,11.23,4.52,73.74,303.05,21.75,89.69,3.88,16.13,0.63,2.75,"51","003","011303","2"
"510030113031","Block Group 1, Census Tract 113.03, Albemarle County, Virginia","2019",2218,65.64,7.58,15.92,7.2,9.74,4.82,0,0.54,0,0.54,0.63,0.76,8.07,6.56,263,118750,22737,43550,11443,24,37,718,90,39.4,30.8,84.3,7.4,3.3,5.1,88.9,1.67,55.71,5.3,29.8,5.9,0.35,0.7,95,3.02,1.53,1.65,19.93,4.5,6.99,3.45,59.02,4.38,11.5,3.21,53.06,227.79,36.66,157.59,4.43,19.22,5.84,25.45,"51","003","011303","1"
"510030112012","Block Group 2, Census Tract 112.01, Albemarle County, Virginia","2019",1005,97.71,4.85,1.09,1.98,1.19,1.77,0,1.19,0,1.19,0,1.19,0,1.19,208,86176,25194,43446,9520,73,53,533,84,38.9,21.9,76.5,10.6,13.7,9.7,89.35,6.69,51.83,10.11,16.33,7.2,4.87,5.43,95.42,4.12,6.67,3.94,13.53,5.53,2.39,3.16,51.84,8.01,26.07,6.17,20,209.56,61.84,647.06,4.37,45.97,13.79,144.65,"51","003","011201","2"
"510030112011","Block Group 1, Census Tract 112.01, Albemarle County, Virginia","2019",1161,73.04,11.75,11.2,13.21,0,1.03,0,1.03,0,1.03,0,1.03,15.76,16.23,341,93488,18620,34044,9553,104,69,512,96,8,24.1,75.5,7.6,20.3,12.9,92.11,30.58,46.05,8.84,30.13,8.13,5.49,5.09,96.64,4.15,10.16,5.25,28.85,8.92,11.11,5.94,44.53,17.52,14.13,3.41,33.82,250.49,59.51,440.56,1.63,12.42,5.04,37.51,"51","003","011201","1"
"510030112021","Block Group 1, Census Tract 112.02, Albemarle County, Virginia","2019",2816,81.89,5.65,1.17,1.13,5.47,2.45,0,0.43,0,0.43,2.73,3.08,8.74,5.1,221,145156,14752,72773,6131,122,67,1168,65,25.7,29.3,90.3,3.8,10.4,5.7,98.24,7.68,79.68,7.22,43.96,6.52,1.12,1.26,96.38,2.42,9.59,3.82,26.03,5.03,3.37,1.91,49.79,4.93,19.46,3.73,69.26,275.4,18.86,75.24,3.76,15.19,8.12,32.54,"51","003","011202","1"
"510030112022","Block Group 2, Census Tract 112.02, Albemarle County, Virginia","2019",800,83.75,12.66,9.38,7.71,0,1.5,0,1.5,0,1.5,0,1.5,6.88,7.46,182,84028,16159,51343,7304,25,39,364,67,15.2,50.1,86.4,11.6,6.9,10.6,83.98,8.91,35.33,9.68,16.47,7.21,3.81,4.28,97.88,3.78,30.75,12.28,13.38,7.19,3.12,3.14,51.62,8.87,27.88,8.01,54.59,616.27,43.18,487.59,2.23,25.64,0,2.98,"51","003","011202","2"
"510030102022","Block Group 2, Census Tract 102.02, Albemarle County, Virginia","2019",1988,89.74,5.13,2.21,2.9,3.07,2.54,0,0.6,0,0.6,3.67,2.78,1.31,1.75,247,126875,22048,53793,12514,57,61,776,87,15.4,45.2,92.8,3.2,7.3,7.8,93.48,8.17,68.93,7.71,41.05,7.22,0.99,1.58,98.84,1.48,11.97,3.98,24.25,4.87,3.22,2.33,49.09,5.61,22.94,5.14,42.5,201.7,48.23,228.79,7.29,34.92,1.98,9.7,"51","003","010202","2"
"510030106011","Block Group 1, Census Tract 106.01, Albemarle County, Virginia","2019",794,79.47,15.5,2.77,4.33,14.48,18.29,0,1.51,0,1.51,0,1.51,3.27,5.08,231,160795,36875,63681,30449,0,12,322,82,0,92.3,91.9,10,0,3.7,95.16,5.59,68.62,11.79,41.35,14.17,0,2.54,97.98,3.79,11.46,5.52,8.69,7.15,5.42,6.66,56.68,8.79,29.22,8.57,84.11,810.88,15.89,154.12,0,3.6,0,2.54,"51","003","010601","1"
"510030106012","Block Group 2, Census Tract 106.01, Albemarle County, Virginia","2019",3703,66.62,6.66,24.87,6.2,5.05,3.05,0,0.32,0,0.32,1.94,1.99,1.51,1.5,428,81607,23688,40633,11237,43,68,1335,162,80.4,17.2,60.5,7.3,3.2,5.1,89.49,8.74,50.11,7.42,30.5,6.84,2.76,2.55,95.25,3.49,25.25,7.02,29.65,5.92,11.02,4.59,43.69,4.88,13.45,4.13,69.72,199.81,21.92,63.38,5.28,15.54,3.08,9.42,"51","003","010601","2"
"510030102011","Block Group 1, Census Tract 102.01, Albemarle County, Virginia","2019",3012,80.78,3.97,7.07,4.07,2.36,2.07,0,0.4,0,0.4,1.73,1.48,8.07,4.52,342,81250,7557,40575,5366,90,93,1235,118,1.8,12.8,85.2,3.1,7.3,7.5,92.03,7.24,41.23,5.79,20.98,5.27,2.98,2.33,93.86,3.37,4.22,2.08,25.07,4.47,6.57,3.01,52.79,3.69,14.04,3.78,30.2,84.66,55.74,155.98,9.52,26.94,4.54,13.15,"51","003","010201","1"
"510790302004","Block Group 4, Census Tract 302, Greene County, Virginia","2019",3825,68.24,3.81,8.03,5.68,3.32,2.27,0,0.31,0,0.31,2.22,2.07,18.2,12.01,571,92364,16211,47563,5150,37,55,1403,159,61.4,44.6,87.8,6.3,2.6,3.9,95.89,11.18,49.82,8.53,31.96,7.96,2.43,3.39,94.25,2.59,20.31,5.92,29.96,4.55,3.87,2.1,49.39,3.27,14.51,3.07,42.37,96.03,44.65,101.31,6.64,15.44,6.34,14.64,"51","079","030200","4"
