"w_geocode","lowwage","midwage","hiwage","alljobs","lowwage_p","midwage_p","higwage_p","White_workers","Black_workers","AI.Na_workers","Asian_workers","NaH.PI_workers","Multi.racial_workers","lessThanHS","HSnoCollege","SomeColl.Associates","Bach.AdvDeg","w_county","countyName"
510030110005004,9,4,14,27,0.333333333333333,0.148148148148148,0.518518518518518,24,2,0,1,0,0,4,4,5,9,"51003","Albemarle"
510030110005005,2,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,2,"51003","Albemarle"
510030110005007,13,7,4,24,0.541666666666667,0.291666666666667,0.166666666666667,18,3,0,2,0,1,3,5,2,4,"51003","Albemarle"
510030110005010,0,0,5,5,0,0,1,5,0,0,0,0,0,0,1,0,4,"51003","Albemarle"
510030110005013,4,14,4,22,0.181818181818182,0.636363636363636,0.181818181818182,16,6,0,0,0,0,2,3,6,3,"51003","Albemarle"
510030110005018,0,1,2,3,0,0.333333333333333,0.666666666666667,3,0,0,0,0,0,1,0,0,1,"51003","Albemarle"
510030110005021,1,0,2,3,0.333333333333333,0,0.666666666666667,3,0,0,0,0,0,0,1,0,2,"51003","Albemarle"
510030111001001,4,1,0,5,0.8,0.2,0,5,0,0,0,0,0,2,3,0,0,"51003","Albemarle"
510030111001006,0,4,1,5,0,0.8,0.2,5,0,0,0,0,0,0,1,1,2,"51003","Albemarle"
510030111001014,1,2,1,4,0.25,0.5,0.25,3,1,0,0,0,0,0,1,1,1,"51003","Albemarle"
510030111001024,0,2,0,2,0,1,0,2,0,0,0,0,0,1,0,0,0,"51003","Albemarle"
510030111001027,26,20,12,58,0.448275862068966,0.344827586206897,0.206896551724138,41,14,0,1,0,2,3,10,15,7,"51003","Albemarle"
510030111001037,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,"51003","Albemarle"
510030111001039,32,34,71,137,0.233576642335766,0.248175182481752,0.518248175182482,119,10,0,7,0,1,15,20,38,38,"51003","Albemarle"
510030111001045,26,52,76,154,0.168831168831169,0.337662337662338,0.493506493506494,145,7,0,2,0,0,16,37,29,39,"51003","Albemarle"
510030111002004,2,0,1,3,0.666666666666667,0,0.333333333333333,2,1,0,0,0,0,0,0,1,1,"51003","Albemarle"
510030111002005,2,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,"51003","Albemarle"
510030111002007,29,16,14,59,0.491525423728814,0.271186440677966,0.23728813559322,54,4,0,0,0,1,8,14,12,10,"51003","Albemarle"
510030111002009,0,2,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,"51003","Albemarle"
510030111002022,94,58,32,184,0.510869565217391,0.315217391304348,0.173913043478261,149,28,0,4,0,3,17,28,41,30,"51003","Albemarle"
510030111002024,1,0,3,4,0.25,0,0.75,4,0,0,0,0,0,0,1,0,3,"51003","Albemarle"
510030111002026,4,3,3,10,0.4,0.3,0.3,9,0,0,0,0,1,0,1,5,3,"51003","Albemarle"
510030111002029,5,8,3,16,0.3125,0.5,0.1875,15,0,0,1,0,0,1,3,3,4,"51003","Albemarle"
510030111002033,9,15,11,35,0.257142857142857,0.428571428571429,0.314285714285714,27,4,0,4,0,0,6,7,4,12,"51003","Albemarle"
510030111003000,42,49,38,129,0.325581395348837,0.37984496124031,0.294573643410853,91,31,0,3,0,4,14,33,22,21,"51003","Albemarle"
510030111003003,0,3,1,4,0,0.75,0.25,4,0,0,0,0,0,1,0,0,1,"51003","Albemarle"
510030111003005,21,61,37,119,0.176470588235294,0.512605042016807,0.310924369747899,98,11,1,6,0,3,15,34,28,24,"51003","Albemarle"
510030111003010,2,0,0,2,1,0,0,2,0,0,0,0,0,2,0,0,0,"51003","Albemarle"
510030111003012,4,0,0,4,1,0,0,4,0,0,0,0,0,0,1,0,1,"51003","Albemarle"
510030111003020,1,1,2,4,0.25,0.25,0.5,3,1,0,0,0,0,1,0,0,1,"51003","Albemarle"
510030111003023,2,0,3,5,0.4,0,0.6,3,0,0,0,0,2,0,1,1,3,"51003","Albemarle"
510030111003024,37,12,9,58,0.637931034482759,0.206896551724138,0.155172413793103,54,2,0,1,0,1,3,9,11,22,"51003","Albemarle"
510030111003029,0,0,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,"51003","Albemarle"
510030111003034,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,"51003","Albemarle"
510030111003036,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,"51003","Albemarle"
510030111003038,0,2,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,"51003","Albemarle"
510030111004000,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,"51003","Albemarle"
510030111004004,35,17,6,58,0.603448275862069,0.293103448275862,0.103448275862069,49,6,0,1,0,2,5,10,9,8,"51003","Albemarle"
510030111004006,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,"51003","Albemarle"
510030111004007,4,0,0,4,1,0,0,4,0,0,0,0,0,0,2,1,0,"51003","Albemarle"
510030111004008,1,0,3,4,0.25,0,0.75,3,0,0,1,0,0,0,2,1,0,"51003","Albemarle"
510030111004013,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,"51003","Albemarle"
510030111004021,2,2,1,5,0.4,0.4,0.2,5,0,0,0,0,0,1,0,0,2,"51003","Albemarle"
510030111004025,4,2,0,6,0.666666666666667,0.333333333333333,0,4,2,0,0,0,0,1,1,0,3,"51003","Albemarle"
510030111004028,12,23,15,50,0.24,0.46,0.3,50,0,0,0,0,0,4,7,13,14,"51003","Albemarle"
510030111004029,1,2,0,3,0.333333333333333,0.666666666666667,0,3,0,0,0,0,0,1,0,1,0,"51003","Albemarle"
510030111004031,24,37,6,67,0.358208955223881,0.552238805970149,0.0895522388059701,37,25,2,1,0,2,5,18,17,5,"51003","Albemarle"
510030111004033,3,0,0,3,1,0,0,3,0,0,0,0,0,0,1,0,1,"51003","Albemarle"
510030111004034,2,1,2,5,0.4,0.2,0.4,5,0,0,0,0,0,1,1,1,2,"51003","Albemarle"
510030111004035,0,0,4,4,0,0,1,4,0,0,0,0,0,0,0,2,2,"51003","Albemarle"
510030111004043,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,"51003","Albemarle"
510030111004047,0,3,3,6,0,0.5,0.5,6,0,0,0,0,0,1,1,1,3,"51003","Albemarle"
510030111004048,36,18,9,63,0.571428571428571,0.285714285714286,0.142857142857143,58,4,0,0,0,1,5,13,9,14,"51003","Albemarle"
510030111004051,43,91,27,161,0.267080745341615,0.565217391304348,0.167701863354037,133,20,3,1,0,4,11,24,32,25,"51003","Albemarle"
510030111004056,2,0,2,4,0.5,0,0.5,4,0,0,0,0,0,0,0,2,0,"51003","Albemarle"
510030111005001,1,5,3,9,0.111111111111111,0.555555555555556,0.333333333333333,9,0,0,0,0,0,1,3,5,0,"51003","Albemarle"
510030111005006,5,4,1,10,0.5,0.4,0.1,7,3,0,0,0,0,1,4,2,1,"51003","Albemarle"
510030111005014,4,0,0,4,1,0,0,3,0,0,0,0,1,2,1,0,0,"51003","Albemarle"
510030111005017,0,4,0,4,0,1,0,3,0,0,0,0,1,1,0,1,1,"51003","Albemarle"
510030111005018,8,14,9,31,0.258064516129032,0.451612903225806,0.290322580645161,29,2,0,0,0,0,2,6,5,13,"51003","Albemarle"
510030111005025,25,14,2,41,0.609756097560976,0.341463414634146,0.0487804878048781,31,7,0,1,0,2,4,6,5,5,"51003","Albemarle"
510030112011000,0,4,0,4,0,1,0,4,0,0,0,0,0,1,1,1,0,"51003","Albemarle"
510030112011024,2,1,0,3,0.666666666666667,0.333333333333333,0,3,0,0,0,0,0,0,1,0,0,"51003","Albemarle"
510030112011041,0,7,1,8,0,0.875,0.125,8,0,0,0,0,0,0,2,1,2,"51003","Albemarle"
510030112011052,4,14,1,19,0.210526315789474,0.736842105263158,0.0526315789473684,13,5,0,0,0,1,1,7,3,2,"51003","Albemarle"
510030112011068,4,5,6,15,0.266666666666667,0.333333333333333,0.4,14,0,0,1,0,0,2,4,0,4,"51003","Albemarle"
510030112011071,0,10,1,11,0,0.909090909090909,0.0909090909090909,11,0,0,0,0,0,1,2,1,5,"51003","Albemarle"
510030112011072,0,3,1,4,0,0.75,0.25,4,0,0,0,0,0,0,0,2,2,"51003","Albemarle"
510030112011079,7,0,0,7,1,0,0,6,1,0,0,0,0,1,0,2,2,"51003","Albemarle"
510030112011080,0,5,5,10,0,0.5,0.5,8,2,0,0,0,0,3,2,2,1,"51003","Albemarle"
510030112011095,7,6,0,13,0.538461538461538,0.461538461538462,0,13,0,0,0,0,0,0,1,3,2,"51003","Albemarle"
510030112011101,3,3,1,7,0.428571428571429,0.428571428571429,0.142857142857143,7,0,0,0,0,0,2,3,2,0,"51003","Albemarle"
510030112011118,2,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,"51003","Albemarle"
510030112011119,0,2,0,2,0,1,0,2,0,0,0,0,0,0,0,1,1,"51003","Albemarle"
510030112011123,1,4,3,8,0.125,0.5,0.375,7,1,0,0,0,0,1,2,4,1,"51003","Albemarle"
510030112011126,0,2,0,2,0,1,0,2,0,0,0,0,0,0,0,2,0,"51003","Albemarle"
510030112011136,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,"51003","Albemarle"
510030112011143,9,4,2,15,0.6,0.266666666666667,0.133333333333333,15,0,0,0,0,0,1,3,4,6,"51003","Albemarle"
510030112012006,1,11,8,20,0.05,0.55,0.4,18,2,0,0,0,0,3,3,3,6,"51003","Albemarle"
510030112012011,0,2,4,6,0,0.333333333333333,0.666666666666667,4,2,0,0,0,0,1,4,1,0,"51003","Albemarle"
510030112012013,0,2,0,2,0,1,0,1,0,0,1,0,0,0,2,0,0,"51003","Albemarle"
510030112012015,0,0,2,2,0,0,1,2,0,0,0,0,0,0,2,0,0,"51003","Albemarle"
510030112012016,1,2,0,3,0.333333333333333,0.666666666666667,0,3,0,0,0,0,0,0,0,0,0,"51003","Albemarle"
510030112012020,0,2,1,3,0,0.666666666666667,0.333333333333333,3,0,0,0,0,0,0,0,0,2,"51003","Albemarle"
510030112012035,2,4,0,6,0.333333333333333,0.666666666666667,0,5,0,0,0,0,1,0,1,1,0,"51003","Albemarle"
510030112012040,5,12,10,27,0.185185185185185,0.444444444444444,0.37037037037037,26,0,0,1,0,0,0,5,10,7,"51003","Albemarle"
510030112012051,1,3,0,4,0.25,0.75,0,4,0,0,0,0,0,0,1,1,1,"51003","Albemarle"
510030112012061,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,"51003","Albemarle"
510030112012068,0,8,2,10,0,0.8,0.2,10,0,0,0,0,0,1,4,1,2,"51003","Albemarle"
510030112012069,9,12,15,36,0.25,0.333333333333333,0.416666666666667,33,2,1,0,0,0,5,11,6,8,"51003","Albemarle"
510030112012072,6,2,4,12,0.5,0.166666666666667,0.333333333333333,10,2,0,0,0,0,4,2,2,3,"51003","Albemarle"
510030112012074,0,1,2,3,0,0.333333333333333,0.666666666666667,3,0,0,0,0,0,1,0,0,0,"51003","Albemarle"
510030112012082,0,0,6,6,0,0,1,6,0,0,0,0,0,0,0,1,4,"51003","Albemarle"
510030112012087,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,"51003","Albemarle"
510030112012091,1,0,2,3,0.333333333333333,0,0.666666666666667,3,0,0,0,0,0,0,1,2,0,"51003","Albemarle"
510030112013011,2,3,5,10,0.2,0.3,0.5,10,0,0,0,0,0,1,2,3,3,"51003","Albemarle"
510030112013019,8,7,5,20,0.4,0.35,0.25,11,7,0,0,0,2,3,2,4,6,"51003","Albemarle"
510030112013021,1,2,4,7,0.142857142857143,0.285714285714286,0.571428571428571,7,0,0,0,0,0,1,2,2,1,"51003","Albemarle"
510030112013031,4,5,2,11,0.363636363636364,0.454545454545455,0.181818181818182,11,0,0,0,0,0,0,2,0,5,"51003","Albemarle"
510030112013035,0,3,0,3,0,1,0,3,0,0,0,0,0,0,0,0,0,"51003","Albemarle"
510030112013037,7,28,46,81,0.0864197530864197,0.345679012345679,0.567901234567901,77,4,0,0,0,0,9,16,24,28,"51003","Albemarle"
510030112013040,5,0,4,9,0.555555555555556,0,0.444444444444444,8,1,0,0,0,0,1,2,1,4,"51003","Albemarle"
510030112013041,1,1,0,2,0.5,0.5,0,2,0,0,0,0,0,0,0,0,2,"51003","Albemarle"
510030112013044,5,3,1,9,0.555555555555556,0.333333333333333,0.111111111111111,8,1,0,0,0,0,0,0,3,1,"51003","Albemarle"
510030112013055,0,3,1,4,0,0.75,0.25,4,0,0,0,0,0,0,0,3,1,"51003","Albemarle"
510030112013056,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,"51003","Albemarle"
510030112013062,47,116,39,202,0.232673267326733,0.574257425742574,0.193069306930693,178,10,2,9,0,3,50,41,57,31,"51003","Albemarle"
510030112013073,2,2,0,4,0.5,0.5,0,4,0,0,0,0,0,1,0,3,0,"51003","Albemarle"
510030112013084,0,4,2,6,0,0.666666666666667,0.333333333333333,6,0,0,0,0,0,0,0,3,1,"51003","Albemarle"
510030112013094,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,"51003","Albemarle"
510030112013099,19,16,5,40,0.475,0.4,0.125,39,1,0,0,0,0,3,10,5,7,"51003","Albemarle"
510030112013106,0,0,2,2,0,0,1,2,0,0,0,0,0,0,0,1,1,"51003","Albemarle"
510030112013108,1,10,34,45,0.0222222222222222,0.222222222222222,0.755555555555556,36,4,0,5,0,0,1,12,5,18,"51003","Albemarle"
510030112013110,0,2,1,3,0,0.666666666666667,0.333333333333333,3,0,0,0,0,0,3,0,0,0,"51003","Albemarle"
510030112013113,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,"51003","Albemarle"
510030112013116,34,38,31,103,0.330097087378641,0.368932038834951,0.300970873786408,90,9,0,2,0,2,5,10,17,14,"51003","Albemarle"
510030112013132,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,"51003","Albemarle"
510030112013140,4,0,0,4,1,0,0,4,0,0,0,0,0,1,0,3,0,"51003","Albemarle"
510030112013145,2,19,15,36,0.0555555555555556,0.527777777777778,0.416666666666667,35,1,0,0,0,0,9,12,8,6,"51003","Albemarle"
510030112021001,7,11,68,86,0.0813953488372093,0.127906976744186,0.790697674418605,74,3,0,7,0,2,7,17,14,19,"51003","Albemarle"
510030112021002,63,123,167,353,0.178470254957507,0.348441926345609,0.473087818696884,285,52,0,11,0,5,33,64,80,110,"51003","Albemarle"
510030112021010,11,17,11,39,0.282051282051282,0.435897435897436,0.282051282051282,31,6,1,1,0,0,3,6,12,9,"51003","Albemarle"
510030112021012,0,2,0,2,0,1,0,2,0,0,0,0,0,1,0,1,0,"51003","Albemarle"
510030112021041,0,0,6,6,0,0,1,4,0,0,2,0,0,0,0,1,3,"51003","Albemarle"
510030112021043,2,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,1,"51003","Albemarle"
510030112021057,5,6,19,30,0.166666666666667,0.2,0.633333333333333,28,1,0,0,0,1,1,4,11,9,"51003","Albemarle"
510030112021064,12,21,28,61,0.19672131147541,0.344262295081967,0.459016393442623,52,9,0,0,0,0,3,19,14,9,"51003","Albemarle"
510030112021066,1,5,6,12,0.0833333333333333,0.416666666666667,0.5,8,0,0,4,0,0,2,1,3,1,"51003","Albemarle"
510030112021075,0,0,2,2,0,0,1,2,0,0,0,0,0,0,0,0,2,"51003","Albemarle"
510030112021079,1,0,2,3,0.333333333333333,0,0.666666666666667,3,0,0,0,0,0,0,0,1,2,"51003","Albemarle"
510030112021091,0,4,8,12,0,0.333333333333333,0.666666666666667,10,2,0,0,0,0,1,5,5,1,"51003","Albemarle"
510030112021114,2,8,108,118,0.0169491525423729,0.0677966101694915,0.915254237288136,107,7,0,1,0,3,6,19,28,54,"51003","Albemarle"
510030112021118,2,5,0,7,0.285714285714286,0.714285714285714,0,5,2,0,0,0,0,0,4,1,1,"51003","Albemarle"
510030112022000,30,3,2,35,0.857142857142857,0.0857142857142857,0.0571428571428571,17,18,0,0,0,0,5,12,8,3,"51003","Albemarle"
510030112022002,2,7,3,12,0.166666666666667,0.583333333333333,0.25,12,0,0,0,0,0,0,4,3,0,"51003","Albemarle"
510030112022003,0,6,0,6,0,1,0,6,0,0,0,0,0,0,0,6,0,"51003","Albemarle"
510030112022016,8,5,3,16,0.5,0.3125,0.1875,8,8,0,0,0,0,2,5,6,0,"51003","Albemarle"
510030112022028,2,5,3,10,0.2,0.5,0.3,8,1,0,0,0,1,2,1,3,1,"51003","Albemarle"
510030112022030,2,4,2,8,0.25,0.5,0.25,7,1,0,0,0,0,0,2,2,3,"51003","Albemarle"
510030112022046,0,4,0,4,0,1,0,4,0,0,0,0,0,0,2,2,0,"51003","Albemarle"
510030112022054,0,0,5,5,0,0,1,5,0,0,0,0,0,0,2,2,1,"51003","Albemarle"
510030112022055,3,22,17,42,0.0714285714285714,0.523809523809524,0.404761904761905,36,6,0,0,0,0,9,11,9,5,"51003","Albemarle"
510030112022067,4,6,3,13,0.307692307692308,0.461538461538462,0.230769230769231,10,2,0,1,0,0,0,8,1,2,"51003","Albemarle"
510030112022073,0,2,1,3,0,0.666666666666667,0.333333333333333,3,0,0,0,0,0,1,0,1,1,"51003","Albemarle"
510030112022077,0,2,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,"51003","Albemarle"
510030112022084,2,11,8,21,0.0952380952380952,0.523809523809524,0.380952380952381,19,2,0,0,0,0,3,7,7,3,"51003","Albemarle"
510030113011003,7,5,58,70,0.1,0.0714285714285714,0.828571428571429,49,9,0,12,0,0,4,8,19,29,"51003","Albemarle"
510030113011004,0,0,3,3,0,0,1,3,0,0,0,0,0,0,0,2,1,"51003","Albemarle"
510030113011008,1,0,2,3,0.333333333333333,0,0.666666666666667,3,0,0,0,0,0,0,0,1,2,"51003","Albemarle"
510030113012001,68,50,19,137,0.496350364963504,0.364963503649635,0.138686131386861,117,14,1,1,0,4,7,36,25,40,"51003","Albemarle"
510030113012003,20,23,20,63,0.317460317460317,0.365079365079365,0.317460317460317,55,3,1,2,0,2,7,17,14,11,"51003","Albemarle"
510030113012004,20,36,38,94,0.212765957446809,0.382978723404255,0.404255319148936,89,3,1,1,0,0,17,28,13,10,"51003","Albemarle"
510030113012012,29,28,30,87,0.333333333333333,0.32183908045977,0.344827586206897,82,5,0,0,0,0,7,20,24,20,"51003","Albemarle"
510030113012026,19,6,8,33,0.575757575757576,0.181818181818182,0.242424242424242,31,2,0,0,0,0,5,6,2,9,"51003","Albemarle"
510030113012029,7,2,0,9,0.777777777777778,0.222222222222222,0,9,0,0,0,0,0,1,2,4,1,"51003","Albemarle"
510030113012037,0,1,1,2,0,0.5,0.5,0,0,0,2,0,0,0,0,1,1,"51003","Albemarle"
510030113012039,3,0,0,3,1,0,0,3,0,0,0,0,0,0,0,1,0,"51003","Albemarle"
510030113012040,0,1,1,2,0,0.5,0.5,2,0,0,0,0,0,1,1,0,0,"51003","Albemarle"
510030113012041,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,"51003","Albemarle"
510030113012043,0,2,0,2,0,1,0,2,0,0,0,0,0,0,1,1,0,"51003","Albemarle"
510030113012044,2,1,2,5,0.4,0.2,0.4,5,0,0,0,0,0,0,0,2,2,"51003","Albemarle"
510030113012047,15,23,5,43,0.348837209302326,0.534883720930233,0.116279069767442,21,22,0,0,0,0,2,13,8,4,"51003","Albemarle"
510030113012051,0,3,0,3,0,1,0,3,0,0,0,0,0,0,3,0,0,"51003","Albemarle"
510030113012057,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,"51003","Albemarle"
510030113012062,2,1,0,3,0.666666666666667,0.333333333333333,0,3,0,0,0,0,0,0,0,1,0,"51003","Albemarle"
510030113012063,0,1,5,6,0,0.166666666666667,0.833333333333333,6,0,0,0,0,0,0,2,3,1,"51003","Albemarle"
510030113012064,3,0,1,4,0.75,0,0.25,4,0,0,0,0,0,0,1,0,3,"51003","Albemarle"
510030113012066,0,2,4,6,0,0.333333333333333,0.666666666666667,6,0,0,0,0,0,1,1,2,2,"51003","Albemarle"
510030113013000,0,2,0,2,0,1,0,2,0,0,0,0,0,0,1,1,0,"51003","Albemarle"
510030113013006,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,"51003","Albemarle"
510030113013007,2,2,1,5,0.4,0.4,0.2,4,1,0,0,0,0,1,0,1,1,"51003","Albemarle"
510030113013011,6,16,5,27,0.222222222222222,0.592592592592593,0.185185185185185,22,2,1,0,0,2,3,4,10,5,"51003","Albemarle"
510030113013020,2,0,1,3,0.666666666666667,0,0.333333333333333,3,0,0,0,0,0,0,1,1,0,"51003","Albemarle"
510030113013023,1,6,2,9,0.111111111111111,0.666666666666667,0.222222222222222,7,2,0,0,0,0,2,0,4,0,"51003","Albemarle"
510030113013026,1,2,0,3,0.333333333333333,0.666666666666667,0,3,0,0,0,0,0,1,2,0,0,"51003","Albemarle"
510030113013029,0,0,3,3,0,0,1,3,0,0,0,0,0,0,0,1,2,"51003","Albemarle"
510030113013044,1,3,1,5,0.2,0.6,0.2,5,0,0,0,0,0,0,0,5,0,"51003","Albemarle"
510030113013048,0,2,5,7,0,0.285714285714286,0.714285714285714,7,0,0,0,0,0,0,2,1,1,"51003","Albemarle"
510030113013049,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,"51003","Albemarle"
510030113013061,5,0,0,5,1,0,0,4,1,0,0,0,0,1,1,1,1,"51003","Albemarle"
510030113013063,5,1,0,6,0.833333333333333,0.166666666666667,0,6,0,0,0,0,0,0,2,3,0,"51003","Albemarle"
510030113013065,21,6,7,34,0.617647058823529,0.176470588235294,0.205882352941176,34,0,0,0,0,0,1,9,11,11,"51003","Albemarle"
510030113013069,3,0,0,3,1,0,0,3,0,0,0,0,0,0,1,0,0,"51003","Albemarle"
510030113013072,0,2,10,12,0,0.166666666666667,0.833333333333333,11,0,0,1,0,0,1,3,2,5,"51003","Albemarle"
510030113013075,3,1,0,4,0.75,0.25,0,1,2,0,1,0,0,0,1,1,1,"51003","Albemarle"
510030113013082,1,2,0,3,0.333333333333333,0.666666666666667,0,3,0,0,0,0,0,1,0,2,0,"51003","Albemarle"
510030113013086,0,3,0,3,0,1,0,2,1,0,0,0,0,2,0,0,0,"51003","Albemarle"
510030113013087,0,4,0,4,0,1,0,4,0,0,0,0,0,0,1,3,0,"51003","Albemarle"
510030113014009,3,13,2,18,0.166666666666667,0.722222222222222,0.111111111111111,18,0,0,0,0,0,1,0,2,3,"51003","Albemarle"
510030113014015,55,13,0,68,0.808823529411765,0.191176470588235,0,47,16,0,2,1,2,1,2,6,4,"51003","Albemarle"
510030113014019,2,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,1,"51003","Albemarle"
510030113014022,96,110,95,301,0.318936877076412,0.365448504983389,0.315614617940199,283,8,2,3,0,5,12,52,68,110,"51003","Albemarle"
510030113014025,0,3,0,3,0,1,0,3,0,0,0,0,0,0,0,1,1,"51003","Albemarle"
510030113014029,3,2,0,5,0.6,0.4,0,3,0,0,2,0,0,0,0,0,3,"51003","Albemarle"
510030113014030,5,6,1,12,0.416666666666667,0.5,0.0833333333333333,12,0,0,0,0,0,1,1,3,4,"51003","Albemarle"
510030113014042,0,1,5,6,0,0.166666666666667,0.833333333333333,5,0,0,0,0,1,1,0,2,2,"51003","Albemarle"
510030113014060,0,0,3,3,0,0,1,3,0,0,0,0,0,1,2,0,0,"51003","Albemarle"
510030113014062,1,3,0,4,0.25,0.75,0,3,1,0,0,0,0,0,0,1,0,"51003","Albemarle"
510030113014066,3,8,25,36,0.0833333333333333,0.222222222222222,0.694444444444444,34,1,0,1,0,0,2,11,8,7,"51003","Albemarle"
510030113014068,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,"51003","Albemarle"
510030113014078,1,1,0,2,0.5,0.5,0,2,0,0,0,0,0,1,0,1,0,"51003","Albemarle"
510030113014081,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,"51003","Albemarle"
510030113014089,0,3,3,6,0,0.5,0.5,5,0,0,0,0,1,2,2,0,1,"51003","Albemarle"
510030113014092,1,1,0,2,0.5,0.5,0,1,1,0,0,0,0,1,0,1,0,"51003","Albemarle"
510030113021000,0,6,45,51,0,0.117647058823529,0.882352941176471,47,2,0,1,0,1,2,4,15,26,"51003","Albemarle"
510030113021007,5,24,11,40,0.125,0.6,0.275,27,11,0,1,0,1,7,8,7,12,"51003","Albemarle"
510030113021010,3,1,0,4,0.75,0.25,0,2,2,0,0,0,0,1,2,1,0,"51003","Albemarle"
510030113021013,2,2,3,7,0.285714285714286,0.285714285714286,0.428571428571429,7,0,0,0,0,0,3,0,0,2,"51003","Albemarle"
510030113021015,41,136,96,273,0.15018315018315,0.498168498168498,0.351648351648352,205,59,0,6,0,3,15,58,68,87,"51003","Albemarle"
510030113021017,6,17,14,37,0.162162162162162,0.459459459459459,0.378378378378378,25,12,0,0,0,0,2,7,12,10,"51003","Albemarle"
510030113021019,0,2,0,2,0,1,0,2,0,0,0,0,0,0,2,0,0,"51003","Albemarle"
510030113022006,159,252,551,962,0.165280665280665,0.261954261954262,0.572765072765073,815,119,2,14,0,12,62,187,272,323,"51003","Albemarle"
510030113022007,2,1,0,3,0.666666666666667,0.333333333333333,0,2,0,1,0,0,0,0,0,1,0,"51003","Albemarle"
510030113022008,0,2,0,2,0,1,0,1,1,0,0,0,0,0,1,1,0,"51003","Albemarle"
510030113022010,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,"51003","Albemarle"
510030113022012,30,31,44,105,0.285714285714286,0.295238095238095,0.419047619047619,92,10,0,1,1,1,10,15,16,42,"51003","Albemarle"
510030113022021,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,"51003","Albemarle"
510030113031000,242,212,110,564,0.429078014184397,0.375886524822695,0.195035460992908,424,101,5,20,0,14,35,83,86,75,"51003","Albemarle"
510030113031004,2,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,"51003","Albemarle"
510030113031005,0,2,0,2,0,1,0,2,0,0,0,0,0,0,0,2,0,"51003","Albemarle"
510030113031007,142,205,384,731,0.194254445964432,0.280437756497948,0.52530779753762,622,85,0,11,0,13,41,154,163,232,"51003","Albemarle"
510030113031008,14,4,6,24,0.583333333333333,0.166666666666667,0.25,17,2,0,4,0,1,4,7,5,2,"51003","Albemarle"
510030113031009,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,"51003","Albemarle"
510030113031010,0,1,1,2,0,0.5,0.5,0,0,0,2,0,0,0,0,0,2,"51003","Albemarle"
510030113031012,1,2,0,3,0.333333333333333,0.666666666666667,0,3,0,0,0,0,0,0,1,1,1,"51003","Albemarle"
510030113032001,27,34,19,80,0.3375,0.425,0.2375,56,16,1,2,0,5,7,17,18,13,"51003","Albemarle"
510030113032006,309,221,226,756,0.408730158730159,0.292328042328042,0.298941798941799,641,80,6,18,0,11,65,124,161,298,"51003","Albemarle"
510030113032021,90,190,251,531,0.169491525423729,0.357815442561205,0.472693032015066,423,94,1,5,0,8,77,112,127,124,"51003","Albemarle"
510030113032023,0,0,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,"51003","Albemarle"
510030114001001,1,2,4,7,0.142857142857143,0.285714285714286,0.571428571428571,7,0,0,0,0,0,0,3,2,1,"51003","Albemarle"
510030114001005,7,4,0,11,0.636363636363636,0.363636363636364,0,10,1,0,0,0,0,1,2,4,1,"51003","Albemarle"
510030114001012,2,2,0,4,0.5,0.5,0,4,0,0,0,0,0,0,0,0,0,"51003","Albemarle"
510030114001015,3,8,11,22,0.136363636363636,0.363636363636364,0.5,16,6,0,0,0,0,0,6,8,6,"51003","Albemarle"
