"w_geocode","lowwage_jobs","midwage_jobs","higwage_jobs","alljobs","lowwage_p","midwage_p","higwage_p","White_workers","Black_workers","AI_Na_workers","Asian_workers","NaH_PI_workers","Multiracial_workers","lessThanHS_jobs","HSnoCollege_jobs","SomeColl_Associates_jobs","Bach_AdvDeg_jobs","residents","resid_jobs_ratio","w_county","w_tract","w_blkgr","countyName","blocktype"
510010905001052,2,0,0,2,1,0,0,2,0,0,0,0,0,1,0,1,0,10,5,"51001","51001090500","510010905001","Accomack","residential"
510010905001066,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,"51001","51001090500","510010905001","Accomack","mixed"
510010905001071,0,0,2,2,0,0,1,2,0,0,0,0,0,0,1,0,1,58,29,"51001","51001090500","510010905001","Accomack","residential"
510010905001079,2,1,0,3,0.666666666666667,0.333333333333333,0,0,3,0,0,0,0,0,2,0,0,7,2.33333333333333,"51001","51001090500","510010905001","Accomack","residential"
510010905002004,4,2,0,6,0.666666666666667,0.333333333333333,0,6,0,0,0,0,0,0,2,2,0,15,2.5,"51001","51001090500","510010905002","Accomack","residential"
510010905002052,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,3,3,"51001","51001090500","510010905002","Accomack","residential"
510010905002075,14,2,0,16,0.875,0.125,0,15,0,0,0,0,1,0,2,2,0,NA,NA,"51001","51001090500","510010905002","Accomack",NA
510010905002076,6,5,2,13,0.461538461538462,0.384615384615385,0.153846153846154,13,0,0,0,0,0,2,2,2,4,NA,NA,"51001","51001090500","510010905002","Accomack",NA
510010905002077,1,6,1,8,0.125,0.75,0.125,3,3,0,2,0,0,0,2,4,1,NA,NA,"51001","51001090500","510010905002","Accomack",NA
510010905002080,0,2,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,NA,NA,"51001","51001090500","510010905002","Accomack",NA
510010905002083,1,4,1,6,0.166666666666667,0.666666666666667,0.166666666666667,6,0,0,0,0,0,1,1,3,0,NA,NA,"51001","51001090500","510010905002","Accomack",NA
510010905002084,26,16,9,51,0.509803921568627,0.313725490196078,0.176470588235294,41,10,0,0,0,0,6,23,11,6,NA,NA,"51001","51001090500","510010905002","Accomack",NA
510010905002085,2,0,0,2,1,0,0,2,0,0,0,0,0,1,0,0,1,NA,NA,"51001","51001090500","510010905002","Accomack",NA
510010905002100,4,13,2,19,0.210526315789474,0.684210526315789,0.105263157894737,17,2,0,0,0,0,3,5,9,2,6,0.315789473684211,"51001","51001090500","510010905002","Accomack","mixed"
510010905002101,3,2,0,5,0.6,0.4,0,2,3,0,0,0,0,0,2,0,2,37,7.4,"51001","51001090500","510010905002","Accomack","residential"
510010905002112,4,0,0,4,1,0,0,1,2,0,1,0,0,1,1,1,1,8,2,"51001","51001090500","510010905002","Accomack","residential"
510010905002114,1,8,72,81,0.0123456790123457,0.0987654320987654,0.888888888888889,68,12,0,0,1,0,9,23,25,16,NA,NA,"51001","51001090500","510010905002","Accomack",NA
510010905002115,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,NA,NA,"51001","51001090500","510010905002","Accomack",NA
510010905002116,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,26,26,"51001","51001090500","510010905002","Accomack","residential"
510010905002121,1,3,2,6,0.166666666666667,0.5,0.333333333333333,6,0,0,0,0,0,0,3,2,1,7,1.16666666666667,"51001","51001090500","510010905002","Accomack","mixed"
510010905003007,22,20,17,59,0.372881355932203,0.338983050847458,0.288135593220339,47,12,0,0,0,0,10,19,12,5,3,0.0508474576271186,"51001","51001090500","510010905003","Accomack","mixed"
510010905003010,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,20,20,"51001","51001090500","510010905003","Accomack","residential"
510010905003039,4,7,5,16,0.25,0.4375,0.3125,15,1,0,0,0,0,2,4,2,2,2,0.125,"51001","51001090500","510010905003","Accomack","mixed"
510010905003051,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,NA,NA,"51001","51001090500","510010905003","Accomack",NA
510010905003052,3,4,35,42,0.0714285714285714,0.0952380952380952,0.833333333333333,34,5,0,3,0,0,7,17,6,6,NA,NA,"51001","51001090500","510010905003","Accomack",NA
510010905003063,0,6,0,6,0,1,0,6,0,0,0,0,0,1,2,1,0,4,0.666666666666667,"51001","51001090500","510010905003","Accomack","mixed"
510010905003065,18,30,25,73,0.246575342465753,0.410958904109589,0.342465753424658,57,15,0,1,0,0,9,18,20,12,9,0.123287671232877,"51001","51001090500","510010905003","Accomack","mixed"
510010905003067,2,17,92,111,0.018018018018018,0.153153153153153,0.828828828828829,69,39,0,1,0,2,5,48,19,30,NA,NA,"51001","51001090500","510010905003","Accomack",NA
510010905003068,188,1093,347,1628,0.115479115479115,0.671375921375921,0.213144963144963,409,1172,9,17,1,20,335,470,320,122,NA,NA,"51001","51001090500","510010905003","Accomack",NA
510010905003070,0,2,0,2,0,1,0,0,2,0,0,0,0,0,1,1,0,34,17,"51001","51001090500","510010905003","Accomack","residential"
510010905003096,2,3,1,6,0.333333333333333,0.5,0.166666666666667,4,0,0,0,0,2,2,0,0,2,NA,NA,"51001","51001090500","510010905003","Accomack",NA
510010905003097,3,1,1,5,0.6,0.2,0.2,5,0,0,0,0,0,0,0,1,2,2,0.4,"51001","51001090500","510010905003","Accomack","mixed"
510010905003106,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,4,4,"51001","51001090500","510010905003","Accomack","residential"
510010905003120,2,10,20,32,0.0625,0.3125,0.625,27,5,0,0,0,0,3,10,7,7,1,0.03125,"51001","51001090500","510010905003","Accomack","employment"
510010905003121,17,69,54,140,0.121428571428571,0.492857142857143,0.385714285714286,111,27,0,1,0,1,17,31,42,23,16,0.114285714285714,"51001","51001090500","510010905003","Accomack","mixed"
510010906001043,6,2,0,8,0.75,0.25,0,8,0,0,0,0,0,0,0,3,3,110,13.75,"51001","51001090600","510010906001","Accomack","residential"
510010906001082,0,6,0,6,0,1,0,6,0,0,0,0,0,1,3,0,0,NA,NA,"51001","51001090600","510010906001","Accomack",NA
510010906001090,1,0,1,2,0.5,0,0.5,2,0,0,0,0,0,1,0,0,1,NA,NA,"51001","51001090600","510010906001","Accomack",NA
510010906001095,1,0,2,3,0.333333333333333,0,0.666666666666667,2,1,0,0,0,0,1,1,0,1,50,16.6666666666667,"51001","51001090600","510010906001","Accomack","residential"
510010906001099,0,2,0,2,0,1,0,2,0,0,0,0,0,0,0,1,1,51,25.5,"51001","51001090600","510010906001","Accomack","residential"
510010906002062,0,0,3,3,0,0,1,3,0,0,0,0,0,1,0,0,2,11,3.66666666666667,"51001","51001090600","510010906002","Accomack","residential"
510010906002073,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,NA,NA,"51001","51001090600","510010906002","Accomack",NA
510010906002094,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,6,6,"51001","51001090600","510010906002","Accomack","residential"
510010906002095,1,0,2,3,0.333333333333333,0,0.666666666666667,3,0,0,0,0,0,0,2,1,0,19,6.33333333333333,"51001","51001090600","510010906002","Accomack","residential"
510010906002098,0,2,0,2,0,1,0,2,0,0,0,0,0,0,0,2,0,66,33,"51001","51001090600","510010906002","Accomack","residential"
510010906002123,4,0,0,4,1,0,0,2,2,0,0,0,0,0,1,1,0,8,2,"51001","51001090600","510010906002","Accomack","residential"
510010906002129,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,23,23,"51001","51001090600","510010906002","Accomack","residential"
510010906002131,2,1,0,3,0.666666666666667,0.333333333333333,0,3,0,0,0,0,0,0,3,0,0,14,4.66666666666667,"51001","51001090600","510010906002","Accomack","residential"
510010906003000,2,6,4,12,0.166666666666667,0.5,0.333333333333333,8,4,0,0,0,0,1,3,6,1,32,2.66666666666667,"51001","51001090600","510010906003","Accomack","residential"
510010906003004,2,2,1,5,0.4,0.4,0.2,5,0,0,0,0,0,1,1,0,1,20,4,"51001","51001090600","510010906003","Accomack","residential"
510010906003005,0,0,2,2,0,0,1,2,0,0,0,0,0,1,1,0,0,3,1.5,"51001","51001090600","510010906003","Accomack","mixed"
510010906003010,11,12,5,28,0.392857142857143,0.428571428571429,0.178571428571429,24,4,0,0,0,0,3,8,6,9,35,1.25,"51001","51001090600","510010906003","Accomack","mixed"
510010906003011,37,56,23,116,0.318965517241379,0.482758620689655,0.198275862068966,90,22,3,1,0,0,13,28,31,18,4,0.0344827586206897,"51001","51001090600","510010906003","Accomack","employment"
510010906003014,4,3,1,8,0.5,0.375,0.125,8,0,0,0,0,0,1,2,2,2,22,2.75,"51001","51001090600","510010906003","Accomack","residential"
510010906003016,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,19,19,"51001","51001090600","510010906003","Accomack","residential"
510010906003020,7,12,4,23,0.304347826086957,0.521739130434783,0.173913043478261,15,7,0,0,0,1,1,11,6,3,59,2.56521739130435,"51001","51001090600","510010906003","Accomack","residential"
510010906003022,0,4,1,5,0,0.8,0.2,2,3,0,0,0,0,0,2,1,2,32,6.4,"51001","51001090600","510010906003","Accomack","residential"
510010906003024,0,7,4,11,0,0.636363636363636,0.363636363636364,11,0,0,0,0,0,0,5,0,0,10,0.909090909090909,"51001","51001090600","510010906003","Accomack","mixed"
510010906003025,2,0,1,3,0.666666666666667,0,0.333333333333333,2,0,0,1,0,0,0,2,0,1,19,6.33333333333333,"51001","51001090600","510010906003","Accomack","residential"
510010906003026,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,20,20,"51001","51001090600","510010906003","Accomack","residential"
510010906003028,0,1,2,3,0,0.333333333333333,0.666666666666667,2,1,0,0,0,0,0,2,0,1,6,2,"51001","51001090600","510010906003","Accomack","residential"
510010906003029,19,10,2,31,0.612903225806452,0.32258064516129,0.0645161290322581,27,3,0,0,0,1,4,2,7,3,1,0.032258064516129,"51001","51001090600","510010906003","Accomack","employment"
510010906003030,13,4,0,17,0.764705882352941,0.235294117647059,0,17,0,0,0,0,0,4,0,4,3,NA,NA,"51001","51001090600","510010906003","Accomack",NA
510010906003031,13,5,0,18,0.722222222222222,0.277777777777778,0,17,0,1,0,0,0,2,3,3,1,4,0.222222222222222,"51001","51001090600","510010906003","Accomack","mixed"
510010906003034,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,23,23,"51001","51001090600","510010906003","Accomack","residential"
510010906003046,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,2,"51001","51001090600","510010906003","Accomack","residential"
510010906003055,3,0,1,4,0.75,0,0.25,2,2,0,0,0,0,1,1,2,0,19,4.75,"51001","51001090600","510010906003","Accomack","residential"
510010906003056,15,13,17,45,0.333333333333333,0.288888888888889,0.377777777777778,33,10,0,2,0,0,2,18,16,4,14,0.311111111111111,"51001","51001090600","510010906003","Accomack","mixed"
510010906004000,91,43,6,140,0.65,0.307142857142857,0.0428571428571429,65,66,0,5,0,4,16,21,14,12,3,0.0214285714285714,"51001","51001090600","510010906004","Accomack","employment"
510010906004001,1,1,0,2,0.5,0.5,0,2,0,0,0,0,0,0,1,1,0,NA,NA,"51001","51001090600","510010906004","Accomack",NA
510010906004002,2,11,2,15,0.133333333333333,0.733333333333333,0.133333333333333,12,3,0,0,0,0,0,6,6,2,2,0.133333333333333,"51001","51001090600","510010906004","Accomack","mixed"
510010906004005,6,8,9,23,0.260869565217391,0.347826086956522,0.391304347826087,13,10,0,0,0,0,2,4,6,5,NA,NA,"51001","51001090600","510010906004","Accomack",NA
510010906004008,2,7,2,11,0.181818181818182,0.636363636363636,0.181818181818182,11,0,0,0,0,0,0,3,5,3,87,7.90909090909091,"51001","51001090600","510010906004","Accomack","residential"
510010906004010,3,1,0,4,0.75,0.25,0,1,3,0,0,0,0,1,0,1,0,NA,NA,"51001","51001090600","510010906004","Accomack",NA
510010906004015,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,7,7,"51001","51001090600","510010906004","Accomack","residential"
510010906004019,29,95,89,213,0.136150234741784,0.446009389671362,0.417840375586854,138,67,0,4,0,4,20,40,67,47,8,0.0375586854460094,"51001","51001090600","510010906004","Accomack","employment"
510010906004021,74,40,11,125,0.592,0.32,0.088,74,43,0,7,0,1,10,29,22,19,NA,NA,"51001","51001090600","510010906004","Accomack",NA
510010906004022,3,8,1,12,0.25,0.666666666666667,0.0833333333333333,11,1,0,0,0,0,2,3,2,0,1,0.0833333333333333,"51001","51001090600","510010906004","Accomack","mixed"
510010906004045,0,5,0,5,0,1,0,1,4,0,0,0,0,2,2,1,0,12,2.4,"51001","51001090600","510010906004","Accomack","residential"
510010906004059,0,2,0,2,0,1,0,2,0,0,0,0,0,0,1,0,1,7,3.5,"51001","51001090600","510010906004","Accomack","residential"
510010906004071,2,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,7,3.5,"51001","51001090600","510010906004","Accomack","residential"
510010906004113,1,0,1,2,0.5,0,0.5,2,0,0,0,0,0,0,1,0,1,NA,NA,"51001","51001090600","510010906004","Accomack",NA
510010906004119,0,3,1,4,0,0.75,0.25,2,0,0,1,0,1,2,0,1,1,5,1.25,"51001","51001090600","510010906004","Accomack","mixed"
510010906004134,0,3,0,3,0,1,0,3,0,0,0,0,0,0,3,0,0,NA,NA,"51001","51001090600","510010906004","Accomack",NA
510010906004152,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,20,20,"51001","51001090600","510010906004","Accomack","residential"
510010907001000,1,7,1,9,0.111111111111111,0.777777777777778,0.111111111111111,6,3,0,0,0,0,1,2,3,2,NA,NA,"51001","51001090700","510010907001","Accomack",NA
510010907001001,3,1,0,4,0.75,0.25,0,0,4,0,0,0,0,0,0,3,0,4,1,"51001","51001090700","510010907001","Accomack","mixed"
510010907001015,10,10,3,23,0.434782608695652,0.434782608695652,0.130434782608696,10,12,0,1,0,0,3,6,5,3,2,0.0869565217391304,"51001","51001090700","510010907001","Accomack","mixed"
510010907001019,16,20,12,48,0.333333333333333,0.416666666666667,0.25,23,23,0,0,0,2,8,12,9,3,6,0.125,"51001","51001090700","510010907001","Accomack","mixed"
510010907001025,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,11,11,"51001","51001090700","510010907001","Accomack","residential"
510010907001026,8,14,8,30,0.266666666666667,0.466666666666667,0.266666666666667,21,9,0,0,0,0,0,13,11,6,25,0.833333333333333,"51001","51001090700","510010907001","Accomack","mixed"
510010907001030,64,40,25,129,0.496124031007752,0.310077519379845,0.193798449612403,58,53,2,15,0,1,11,30,24,19,7,0.0542635658914729,"51001","51001090700","510010907001","Accomack","mixed"
510010907001031,10,2,0,12,0.833333333333333,0.166666666666667,0,8,4,0,0,0,0,0,2,6,1,NA,NA,"51001","51001090700","510010907001","Accomack",NA
510010907001036,3,0,1,4,0.75,0,0.25,1,1,0,2,0,0,1,2,0,0,1,0.25,"51001","51001090700","510010907001","Accomack","mixed"
510010907001038,1,5,2,8,0.125,0.625,0.25,7,0,0,1,0,0,0,5,2,1,6,0.75,"51001","51001090700","510010907001","Accomack","mixed"
510010907001040,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,3,3,"51001","51001090700","510010907001","Accomack","residential"
510010907001042,30,86,8,124,0.241935483870968,0.693548387096774,0.0645161290322581,56,57,0,9,0,2,13,19,31,12,NA,NA,"51001","51001090700","510010907001","Accomack",NA
510010907001043,7,47,27,81,0.0864197530864197,0.580246913580247,0.333333333333333,58,16,0,1,0,6,10,22,29,9,NA,NA,"51001","51001090700","510010907001","Accomack",NA
510010907001047,0,7,0,7,0,1,0,5,2,0,0,0,0,4,2,1,0,10,1.42857142857143,"51001","51001090700","510010907001","Accomack","mixed"
510010907001049,3,2,0,5,0.6,0.4,0,5,0,0,0,0,0,0,0,5,0,8,1.6,"51001","51001090700","510010907001","Accomack","mixed"
510010907001050,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,2,2,"51001","51001090700","510010907001","Accomack","residential"
510010907001053,2,0,0,2,1,0,0,1,0,0,0,0,1,1,0,0,0,4,2,"51001","51001090700","510010907001","Accomack","residential"
510010907001057,8,3,0,11,0.727272727272727,0.272727272727273,0,4,7,0,0,0,0,1,4,1,0,NA,NA,"51001","51001090700","510010907001","Accomack",NA
510010907001060,0,3,0,3,0,1,0,3,0,0,0,0,0,0,0,0,0,29,9.66666666666667,"51001","51001090700","510010907001","Accomack","residential"
510010907001066,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,10,10,"51001","51001090700","510010907001","Accomack","residential"
510010907001088,2,5,6,13,0.153846153846154,0.384615384615385,0.461538461538462,11,0,0,2,0,0,0,2,3,5,NA,NA,"51001","51001090700","510010907001","Accomack",NA
510010907001089,4,1,0,5,0.8,0.2,0,5,0,0,0,0,0,1,1,0,0,NA,NA,"51001","51001090700","510010907001","Accomack",NA
510010907001092,17,10,3,30,0.566666666666667,0.333333333333333,0.1,15,15,0,0,0,0,2,3,8,0,NA,NA,"51001","51001090700","510010907001","Accomack",NA
510010907001094,1,7,2,10,0.1,0.7,0.2,9,1,0,0,0,0,2,1,1,6,44,4.4,"51001","51001090700","510010907001","Accomack","residential"
510010907001099,6,15,7,28,0.214285714285714,0.535714285714286,0.25,24,4,0,0,0,0,4,4,8,2,43,1.53571428571429,"51001","51001090700","510010907001","Accomack","mixed"
510010907001104,65,32,34,131,0.49618320610687,0.244274809160305,0.259541984732824,85,44,0,1,0,1,13,29,31,26,NA,NA,"51001","51001090700","510010907001","Accomack",NA
510010907002002,10,2,2,14,0.714285714285714,0.142857142857143,0.142857142857143,10,4,0,0,0,0,3,1,3,2,10,0.714285714285714,"51001","51001090700","510010907002","Accomack","mixed"
510010907002006,75,162,83,320,0.234375,0.50625,0.259375,255,55,1,4,1,4,33,86,94,75,7,0.021875,"51001","51001090700","510010907002","Accomack","employment"
510010907002012,0,2,1,3,0,0.666666666666667,0.333333333333333,3,0,0,0,0,0,0,2,1,0,NA,NA,"51001","51001090700","510010907002","Accomack",NA
510010907002015,3,0,2,5,0.6,0,0.4,4,1,0,0,0,0,0,4,1,0,6,1.2,"51001","51001090700","510010907002","Accomack","mixed"
510010907002022,14,7,1,22,0.636363636363636,0.318181818181818,0.0454545454545455,14,7,0,0,0,1,2,7,2,3,NA,NA,"51001","51001090700","510010907002","Accomack",NA
510010907002029,0,4,1,5,0,0.8,0.2,5,0,0,0,0,0,2,1,0,1,NA,NA,"51001","51001090700","510010907002","Accomack",NA
510010907002036,4,11,3,18,0.222222222222222,0.611111111111111,0.166666666666667,13,5,0,0,0,0,2,5,7,1,17,0.944444444444444,"51001","51001090700","510010907002","Accomack","mixed"
510010907002043,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,13,13,"51001","51001090700","510010907002","Accomack","residential"
510010907002047,2,14,11,27,0.0740740740740741,0.518518518518518,0.407407407407407,24,3,0,0,0,0,4,4,7,3,14,0.518518518518518,"51001","51001090700","510010907002","Accomack","mixed"
510010907002055,2,0,0,2,1,0,0,0,2,0,0,0,0,0,2,0,0,1,0.5,"51001","51001090700","510010907002","Accomack","mixed"
510010907002061,1,4,1,6,0.166666666666667,0.666666666666667,0.166666666666667,0,6,0,0,0,0,0,3,3,0,20,3.33333333333333,"51001","51001090700","510010907002","Accomack","residential"
510010907002065,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,7,7,"51001","51001090700","510010907002","Accomack","residential"
510010907002067,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,NA,NA,"51001","51001090700","510010907002","Accomack",NA
510010907003013,2,0,0,2,1,0,0,2,0,0,0,0,0,0,2,0,0,15,7.5,"51001","51001090700","510010907003","Accomack","residential"
510010907003021,0,5,9,14,0,0.357142857142857,0.642857142857143,13,1,0,0,0,0,0,3,6,3,NA,NA,"51001","51001090700","510010907003","Accomack",NA
510010907003025,4,4,2,10,0.4,0.4,0.2,10,0,0,0,0,0,0,3,2,0,1,0.1,"51001","51001090700","510010907003","Accomack","mixed"
510010907003028,1,2,1,4,0.25,0.5,0.25,4,0,0,0,0,0,0,2,0,1,3,0.75,"51001","51001090700","510010907003","Accomack","mixed"
510010907003029,0,4,1,5,0,0.8,0.2,3,2,0,0,0,0,0,2,3,0,7,1.4,"51001","51001090700","510010907003","Accomack","mixed"
510010907003036,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,5,5,"51001","51001090700","510010907003","Accomack","residential"
510010907003040,3,3,0,6,0.5,0.5,0,5,1,0,0,0,0,1,1,1,2,28,4.66666666666667,"51001","51001090700","510010907003","Accomack","residential"
510010907003054,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,29,29,"51001","51001090700","510010907003","Accomack","residential"
510010907004001,3,0,0,3,1,0,0,0,3,0,0,0,0,0,2,1,0,13,4.33333333333333,"51001","51001090700","510010907004","Accomack","residential"
510010907004007,7,5,3,15,0.466666666666667,0.333333333333333,0.2,13,2,0,0,0,0,1,4,5,4,68,4.53333333333333,"51001","51001090700","510010907004","Accomack","residential"
510010907004008,1,13,11,25,0.04,0.52,0.44,23,2,0,0,0,0,0,5,8,5,15,0.6,"51001","51001090700","510010907004","Accomack","mixed"
510010907004026,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,29,29,"51001","51001090700","510010907004","Accomack","residential"
510010907004028,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,NA,NA,"51001","51001090700","510010907004","Accomack",NA
510010907004030,1,0,1,2,0.5,0,0.5,1,0,1,0,0,0,0,0,1,1,1,0.5,"51001","51001090700","510010907004","Accomack","mixed"
510010907004057,9,13,3,25,0.36,0.52,0.12,20,1,2,0,0,2,0,9,5,5,29,1.16,"51001","51001090700","510010907004","Accomack","mixed"
510010907004061,2,3,1,6,0.333333333333333,0.5,0.166666666666667,6,0,0,0,0,0,1,4,0,1,9,1.5,"51001","51001090700","510010907004","Accomack","mixed"
510010907004080,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,"51001","51001090700","510010907004","Accomack","mixed"
510010907004082,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,3,3,"51001","51001090700","510010907004","Accomack","residential"
510010907004083,1,6,2,9,0.111111111111111,0.666666666666667,0.222222222222222,9,0,0,0,0,0,2,5,1,1,5,0.555555555555556,"51001","51001090700","510010907004","Accomack","mixed"
510010907005004,3,0,0,3,1,0,0,0,3,0,0,0,0,0,0,3,0,41,13.6666666666667,"51001","51001090700","510010907005","Accomack","residential"
510010907005015,0,2,0,2,0,1,0,1,1,0,0,0,0,1,0,1,0,13,6.5,"51001","51001090700","510010907005","Accomack","residential"
510010907005019,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,NA,NA,"51001","51001090700","510010907005","Accomack",NA
510010907005029,0,6,1,7,0,0.857142857142857,0.142857142857143,7,0,0,0,0,0,0,3,1,1,15,2.14285714285714,"51001","51001090700","510010907005","Accomack","residential"
510010907005079,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,97,97,"51001","51001090700","510010907005","Accomack","residential"
510010907005105,4,0,0,4,1,0,0,4,0,0,0,0,0,1,1,0,2,NA,NA,"51001","51001090700","510010907005","Accomack",NA
510010907005106,0,2,0,2,0,1,0,0,2,0,0,0,0,1,1,0,0,8,4,"51001","51001090700","510010907005","Accomack","residential"
510010907005110,0,6,0,6,0,1,0,6,0,0,0,0,0,0,3,1,0,61,10.1666666666667,"51001","51001090700","510010907005","Accomack","residential"
510010907005118,1,3,1,5,0.2,0.6,0.2,5,0,0,0,0,0,0,0,4,1,38,7.6,"51001","51001090700","510010907005","Accomack","residential"
510010907005128,1,2,0,3,0.333333333333333,0.666666666666667,0,3,0,0,0,0,0,0,0,0,3,9,3,"51001","51001090700","510010907005","Accomack","residential"
510010907005167,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,10,10,"51001","51001090700","510010907005","Accomack","residential"
510010907005174,0,2,0,2,0,1,0,0,2,0,0,0,0,1,1,0,0,11,5.5,"51001","51001090700","510010907005","Accomack","residential"
510010908001052,10,36,15,61,0.163934426229508,0.590163934426229,0.245901639344262,46,10,0,3,0,2,16,23,12,6,NA,NA,"51001","51001090800","510010908001","Accomack",NA
510010908001094,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,NA,NA,"51001","51001090800","510010908001","Accomack",NA
510010908001096,0,2,1,3,0,0.666666666666667,0.333333333333333,3,0,0,0,0,0,1,1,1,0,4,1.33333333333333,"51001","51001090800","510010908001","Accomack","mixed"
510010908001101,0,5,1,6,0,0.833333333333333,0.166666666666667,5,1,0,0,0,0,0,1,2,0,5,0.833333333333333,"51001","51001090800","510010908001","Accomack","mixed"
510010908002080,0,0,5,5,0,0,1,5,0,0,0,0,0,3,1,1,0,1,0.2,"51001","51001090800","510010908002","Accomack","mixed"
510010908002096,4,1,0,5,0.8,0.2,0,4,0,0,0,0,1,0,1,0,1,12,2.4,"51001","51001090800","510010908002","Accomack","residential"
510010908002115,0,6,0,6,0,1,0,3,1,0,1,0,1,1,1,2,1,11,1.83333333333333,"51001","51001090800","510010908002","Accomack","mixed"
510010908002134,4,6,1,11,0.363636363636364,0.545454545454545,0.0909090909090909,11,0,0,0,0,0,0,2,3,3,8,0.727272727272727,"51001","51001090800","510010908002","Accomack","mixed"
510010908002153,0,2,0,2,0,1,0,0,2,0,0,0,0,0,1,0,1,56,28,"51001","51001090800","510010908002","Accomack","residential"
510010908002161,6,10,21,37,0.162162162162162,0.27027027027027,0.567567567567568,28,9,0,0,0,0,9,13,4,6,12,0.324324324324324,"51001","51001090800","510010908002","Accomack","mixed"
510010908002166,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,2,"51001","51001090800","510010908002","Accomack","residential"
510010908002169,2,1,0,3,0.666666666666667,0.333333333333333,0,2,1,0,0,0,0,0,2,0,1,6,2,"51001","51001090800","510010908002","Accomack","residential"
510010908002171,49,13,4,66,0.742424242424242,0.196969696969697,0.0606060606060606,59,7,0,0,0,0,5,15,10,4,9,0.136363636363636,"51001","51001090800","510010908002","Accomack","mixed"
510010908002173,7,0,0,7,1,0,0,6,1,0,0,0,0,2,2,2,1,5,0.714285714285714,"51001","51001090800","510010908002","Accomack","mixed"
510010908002194,0,0,3,3,0,0,1,3,0,0,0,0,0,0,3,0,0,4,1.33333333333333,"51001","51001090800","510010908002","Accomack","mixed"
510010908002199,17,17,2,36,0.472222222222222,0.472222222222222,0.0555555555555556,34,1,0,0,0,1,3,9,7,6,18,0.5,"51001","51001090800","510010908002","Accomack","mixed"
510010908002228,0,3,0,3,0,1,0,1,0,0,2,0,0,0,2,0,1,5,1.66666666666667,"51001","51001090800","510010908002","Accomack","mixed"
510010908002236,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,9,9,"51001","51001090800","510010908002","Accomack","residential"
510010908003033,31,141,92,264,0.117424242424242,0.534090909090909,0.348484848484849,169,89,0,3,0,3,37,64,70,40,22,0.0833333333333333,"51001","51001090800","510010908003","Accomack","mixed"
510010908003039,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,"51001","51001090800","510010908003","Accomack",NA
510010908003042,0,1,3,4,0,0.25,0.75,3,1,0,0,0,0,1,0,2,1,9,2.25,"51001","51001090800","510010908003","Accomack","residential"
510010908003050,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,3,3,"51001","51001090800","510010908003","Accomack","residential"
510010908003059,5,10,7,22,0.227272727272727,0.454545454545455,0.318181818181818,17,5,0,0,0,0,6,4,4,3,NA,NA,"51001","51001090800","510010908003","Accomack",NA
